time,latitude,longitude,altitude
2022-09-05 16:33:39+00:00,48.69869,-122.425454,222.8
2022-09-05 16:33:40+00:00,48.698696,-122.425457,222.8
2022-09-05 16:33:41+00:00,48.698715,-122.425458,222.9
2022-09-05 16:33:42+00:00,48.698726,-122.425434,222.9
2022-09-05 16:33:43+00:00,48.698727,-122.425439,222.9
2022-09-05 16:33:44+00:00,48.698724,-122.425446,223.0
2022-09-05 16:33:45+00:00,48.698724,-122.425444,223.0
2022-09-05 16:33:46+00:00,48.698723,-122.425439,223.0
2022-09-05 16:33:47+00:00,48.698723,-122.425442,223.0
2022-09-05 16:33:48+00:00,48.698727,-122.425454,223.0
2022-09-05 16:34:19+00:00,48.698702,-122.425441,223.1
2022-09-05 16:34:20+00:00,48.698689,-122.425433,223.2
2022-09-05 16:34:21+00:00,48.69867,-122.425428,223.2
2022-09-05 16:34:22+00:00,48.698638,-122.4254,223.4
2022-09-05 16:34:23+00:00,48.698625,-122.425383,223.4
2022-09-05 16:34:24+00:00,48.698612,-122.425325,223.6
2022-09-05 16:34:25+00:00,48.698615,-122.425284,223.7
2022-09-05 16:34:26+00:00,48.698623,-122.425225,223.8
2022-09-05 16:34:27+00:00,48.698627,-122.425192,223.9
2022-09-05 16:34:28+00:00,48.698606,-122.425153,224.0
2022-09-05 16:34:29+00:00,48.69857,-122.425082,224.2
2022-09-05 16:34:30+00:00,48.698541,-122.425056,224.3
2022-09-05 16:34:31+00:00,48.69851,-122.425022,224.4
2022-09-05 16:34:32+00:00,48.698498,-122.425011,224.4
2022-09-05 16:34:33+00:00,48.698502,-122.424975,224.5
2022-09-05 16:34:34+00:00,48.698508,-122.424908,224.5
2022-09-05 16:34:35+00:00,48.698531,-122.42483,224.6
2022-09-05 16:34:36+00:00,48.698563,-122.42474,224.7
2022-09-05 16:34:37+00:00,48.698578,-122.424667,224.7
2022-09-05 16:34:38+00:00,48.698581,-122.424593,224.8
2022-09-05 16:34:39+00:00,48.698582,-122.424548,224.8
2022-09-05 16:34:40+00:00,48.69859,-122.424504,224.9
2022-09-05 16:34:41+00:00,48.698601,-122.424466,224.9
2022-09-05 16:34:42+00:00,48.698643,-122.424427,224.9
2022-09-05 16:34:43+00:00,48.698689,-122.424477,225.0
2022-09-05 16:34:44+00:00,48.698712,-122.424554,224.9
2022-09-05 16:34:45+00:00,48.698731,-122.424595,224.8
2022-09-05 16:34:46+00:00,48.698757,-122.424633,224.7
2022-09-05 16:34:47+00:00,48.698763,-122.424686,224.6
2022-09-05 16:34:48+00:00,48.698774,-122.424736,224.6
2022-09-05 16:34:49+00:00,48.698772,-122.424793,224.5
2022-09-05 16:34:50+00:00,48.698774,-122.424863,224.4
2022-09-05 16:34:51+00:00,48.698771,-122.424898,224.4
2022-09-05 16:34:52+00:00,48.69876,-122.424949,224.2
2022-09-05 16:34:53+00:00,48.698766,-122.425036,223.9
2022-09-05 16:34:54+00:00,48.698802,-122.42511,223.7
2022-09-05 16:34:55+00:00,48.698817,-122.425165,223.5
2022-09-05 16:34:56+00:00,48.698838,-122.42522,223.3
2022-09-05 16:34:57+00:00,48.698868,-122.425273,223.1
2022-09-05 16:34:58+00:00,48.698897,-122.425339,222.8
2022-09-05 16:34:59+00:00,48.698936,-122.42538,222.6
2022-09-05 16:35:00+00:00,48.698992,-122.425418,222.3
2022-09-05 16:35:01+00:00,48.699046,-122.425425,222.1
2022-09-05 16:35:02+00:00,48.699095,-122.425452,221.8
2022-09-05 16:35:03+00:00,48.699131,-122.425492,221.6
2022-09-05 16:35:04+00:00,48.699175,-122.425544,221.8
2022-09-05 16:35:05+00:00,48.699203,-122.425567,221.9
2022-09-05 16:35:06+00:00,48.699214,-122.425523,222.0
2022-09-05 16:35:07+00:00,48.699221,-122.425514,222.1
2022-09-05 16:35:08+00:00,48.699245,-122.425483,222.2
2022-09-05 16:35:09+00:00,48.699251,-122.425466,222.2
2022-09-05 16:35:10+00:00,48.699239,-122.425424,222.3
2022-09-05 16:35:11+00:00,48.699226,-122.425386,222.4
2022-09-05 16:35:12+00:00,48.699231,-122.425343,222.5
2022-09-05 16:35:13+00:00,48.699261,-122.4253,222.7
2022-09-05 16:35:14+00:00,48.69927,-122.425232,222.8
2022-09-05 16:35:15+00:00,48.69926,-122.425183,222.9
2022-09-05 16:35:16+00:00,48.699243,-122.425145,223.0
2022-09-05 16:35:17+00:00,48.699226,-122.425105,223.2
2022-09-05 16:35:18+00:00,48.699207,-122.425059,223.3
2022-09-05 16:35:19+00:00,48.69919,-122.425002,223.4
2022-09-05 16:35:20+00:00,48.699183,-122.42498,223.5
2022-09-05 16:35:21+00:00,48.699165,-122.424945,223.6
2022-09-05 16:35:22+00:00,48.699153,-122.424894,223.7
2022-09-05 16:35:23+00:00,48.699142,-122.424851,223.8
2022-09-05 16:35:24+00:00,48.699124,-122.424819,223.9
2022-09-05 16:35:25+00:00,48.699102,-122.424772,224.1
2022-09-05 16:35:26+00:00,48.699095,-122.424758,224.1
2022-09-05 16:35:27+00:00,48.699085,-122.424699,224.2
2022-09-05 16:35:28+00:00,48.699085,-122.424675,224.5
2022-09-05 16:35:29+00:00,48.699091,-122.424619,224.7
2022-09-05 16:35:30+00:00,48.699097,-122.424576,224.8
2022-09-05 16:35:31+00:00,48.699113,-122.424541,224.9
2022-09-05 16:35:32+00:00,48.69912,-122.424514,225.0
2022-09-05 16:35:33+00:00,48.699129,-122.424508,225.1
2022-09-05 16:35:34+00:00,48.699162,-122.424473,225.2
2022-09-05 16:35:35+00:00,48.699174,-122.424464,225.3
2022-09-05 16:35:36+00:00,48.699199,-122.424432,225.5
2022-09-05 16:35:37+00:00,48.699227,-122.424393,225.6
2022-09-05 16:35:38+00:00,48.699238,-122.424386,225.7
2022-09-05 16:35:39+00:00,48.699261,-122.424353,225.8
2022-09-05 16:35:40+00:00,48.699288,-122.424315,226.0
2022-09-05 16:35:41+00:00,48.699295,-122.424303,226.0
2022-09-05 16:35:42+00:00,48.699313,-122.424255,226.2
2022-09-05 16:35:43+00:00,48.699324,-122.424233,226.2
2022-09-05 16:35:44+00:00,48.699348,-122.424197,226.3
2022-09-05 16:35:45+00:00,48.699376,-122.424167,226.4
2022-09-05 16:35:46+00:00,48.699397,-122.424119,226.5
2022-09-05 16:35:47+00:00,48.699437,-122.424076,226.6
2022-09-05 16:35:48+00:00,48.699472,-122.424039,226.6
2022-09-05 16:35:49+00:00,48.699509,-122.424008,226.7
2022-09-05 16:35:50+00:00,48.699523,-122.423963,226.7
2022-09-05 16:35:51+00:00,48.699561,-122.423903,226.7
2022-09-05 16:35:52+00:00,48.699595,-122.423851,226.8
2022-09-05 16:35:53+00:00,48.699626,-122.423805,226.8
2022-09-05 16:35:54+00:00,48.69966,-122.423761,226.8
2022-09-05 16:35:55+00:00,48.699685,-122.423718,226.8
2022-09-05 16:35:56+00:00,48.699712,-122.42368,226.7
2022-09-05 16:35:57+00:00,48.699738,-122.423646,226.7
2022-09-05 16:35:58+00:00,48.699764,-122.423611,226.6
2022-09-05 16:35:59+00:00,48.699793,-122.423574,226.5
2022-09-05 16:36:00+00:00,48.699838,-122.423545,226.4
